Feed,Tcode,TcodeIdx,Mcode,Load,RollLoad,MinMaxLoad
0,T0000,0,M333,126.0,0.009004761904761904,0.0
0,T0000,0,M333,11976.0,0.037219047619047624,521.0666666666667
0,T0000,0,M333,23306.5,0.09241071428571429,1293.75
0,T0000,0,M333,28462.5,0.15987857142857145,2238.3
0,T0000,0,M333,30808.5,0.23293214285714287,3261.05
0,T0000,0,M333,27321.0,0.2976821428571429,4167.55
0,T0000,0,M333,13466.5,0.3294452380952381,4612.233333333334
0,T0000,0,M333,6368.0,0.34430714285714287,4820.3
0,T0000,0,M333,3161.0,0.3515333333333333,4921.466666666666
0,T0000,0,M333,1675.5,0.35522261904761904,4973.116666666667
0,T0000,0,M333,1015.5,0.35734047619047615,5002.766666666666
13714,T0000,0,M333,675.5,0.35864761904761905,5021.066666666667
13714,T0000,0,M333,532.0,0.3596130952380952,5034.583333333333
13714,T0000,0,M333,464.5,0.36041904761904764,5045.866666666667
13714,T0000,0,M333,412.5,0.3611011904761905,5055.416666666667
13714,T0000,0,M333,426.0,0.3618154761904762,5065.416666666667
13714,T0000,0,M333,403.0,0.362475,5074.65
13714,T8080,3000,M333,425.0,0.3631869047619048,5084.616666666667
13714,T8080,3000,M333,447.5,0.36395119047619046,5095.316666666667
13714,T8080,3000,M3,444.5,0.36470833333333336,5105.916666666667
13714,T8080,3000,M3,499.0,0.3655964285714286,5118.35
13714,T8080,3000,M3,498.5,0.3664833333333333,5130.766666666666
13714,T8080,3000,M3,546.0,0.36748333333333333,5144.766666666666
13714,T8080,3000,M3,598.5,0.3686083333333333,5160.516666666666
13714,T8080,3000,M3,612.0,0.36976547619047617,5176.716666666666
13714,T8080,3000,M3,702.0,0.3711369047619048,5195.916666666667
13714,T8080,3000,M3,729.5,0.37257380952380953,5216.033333333334
13714,T8080,3000,M3,795.5,0.37416785714285716,5238.35
13714,T8080,3000,M3,862.0,0.3759202380952381,5262.883333333333
13714,T8080,3000,M3,861.0,0.3776702380952381,5287.383333333333
13714,T8080,3000,M3,924.0,0.3795702380952381,5313.983333333334
13714,T8080,3000,M3,908.5,0.3532190476190476,4945.066666666667
13714,T8080,3000,M3,917.5,0.29991190476190477,4198.766666666666
13714,T8080,3000,M3,924.5,0.2343452380952381,3280.8333333333335
13714,T8080,3000,M3,877.5,0.16308095238095238,2283.133333333333
13714,T8080,3000,M3,957.5,0.10031071428571428,1404.35
13714,T8080,3000,M3,899.0,0.07038809523809524,985.4333333333333
13714,T8080,3000,M3,868.0,0.057292857142857145,802.1
13714,T8080,3000,M3,6116.5,0.0643297619047619,900.6166666666667
13714,T8080,3000,M3,20598.0,0.10938333333333333,1531.3666666666666
13714,T8080,3000,M3,27230.0,0.17179880952380952,2405.1833333333334
13714,T8080,3000,M3,30247.5,0.24220833333333333,3390.9166666666665
13714,T8080,3000,M3,31502.5,0.31594761904761903,4423.266666666666
13714,T8080,3000,M3,24739.0,0.3737440476190476,5232.416666666667
13714,T8080,3000,M3,12599.5,0.40276071428571425,5638.65
13714,T8080,3000,M3,5886.5,0.4157619047619048,5820.666666666667
13714,T8080,3000,M3,3027.5,0.42201071428571424,5908.15
13714,T8080,3000,M3,1866.5,0.4254428571428571,5956.2
13714,T8080,3000,M3,1337.0,0.4275607142857143,5985.85
13714,T8080,3000,M3,1101.0,0.4291238095238095,6007.733333333334
13714,T8080,3000,M3,995.5,0.43030595238095243,6024.283333333334
13714,T8080,3000,M3,933.0,0.43134047619047616,6038.766666666666
13714,T8080,3000,M3,967.0,0.43234285714285714,6052.8
13714,T8080,3000,M3,991.5,0.4332785714285714,6065.9
13714,T8080,3000,M3,1114.0,0.43447380952380954,6082.633333333333
13714,T8080,3000,M3,1282.0,0.43585476190476186,6101.966666666666
13714,T8080,3000,M3,1540.5,0.4377857142857143,6129.0
147,T8080,3000,M3,2102.0,0.4408964285714286,6172.55
147,T8080,3000,M3,2811.5,0.4455380952380953,6237.533333333334
147,T8080,3000,M3,3187.0,0.45107619047619046,6315.066666666667
147,T8080,3000,M3,2825.5,0.45560357142857144,6378.45
147,T8080,3000,M3,1858.5,0.4578654761904762,6410.116666666667
147,T8080,3000,M3,1386.0,0.4589809523809524,6425.733333333334
147,T8080,3000,M3,1333.0,0.45995357142857146,6439.35
147,T8080,3000,M3,2109.5,0.4628869047619048,6480.416666666667
147,T8080,3000,M3,2842.0,0.4673738095238095,6543.233333333334
147,T8080,3000,M3,3276.5,0.4730345238095238,6622.483333333334
147,T8080,3000,M3,3473.0,0.4792369047619048,6709.316666666667
147,T8080,3000,M3,3486.0,0.4729738095238095,6621.633333333333
147,T8080,3000,M3,3403.0,0.4320333333333333,6048.466666666666
147,T8080,3000,M3,3353.0,0.3751833333333333,5252.566666666667
147,T8080,3000,M3,3327.0,0.31108690476190476,4355.216666666666
147,T8080,3000,M3,4479.0,0.2467452380952381,3454.4333333333334
147,T8080,3000,M3,6596.5,0.20354880952380952,2849.6833333333334
147,T8080,3000,M3,8125.0,0.1928952380952381,2700.5333333333333
147,T8080,3000,M3,8982.0,0.2002654761904762,2803.7166666666667
147,T8080,3000,M3,9278.0,0.21514761904761903,3012.0666666666666
147,T8080,3000,M3,9273.0,0.23278214285714285,3258.95
147,T8080,3000,M3,9233.0,0.25158214285714287,3522.15
147,T8080,3000,M3,9288.5,0.27107619047619047,3795.0666666666666
147,T8080,3000,M3,9429.5,0.29115714285714284,4076.2
147,T8080,3000,M3,9719.0,0.31207619047619045,4369.066666666667
147,T8080,3000,M3,9950.5,0.3334654761904762,4668.516666666666
147,T8080,3000,M3,10087.5,0.355122619047619,4971.716666666666
147,T8080,3000,M3,10151.5,0.37664047619047614,5272.966666666666
147,T8080,3000,M3,10209.0,0.39789523809523814,5570.533333333334
147,T8080,3000,M3,10196.5,0.4185047619047619,5859.066666666667
147,T8080,3000,M3,10228.0,0.43785238095238094,6129.933333333333
147,T8080,3000,M3,10300.0,0.45568214285714287,6379.55
147,T8080,3000,M3,10419.0,0.4729011904761905,6620.616666666667
147,T8080,3000,M3,10580.5,0.4913654761904762,6879.116666666667
147,T8080,3000,M3,10696.5,0.5124083333333334,7173.716666666666
147,T8080,3000,M3,10973.5,0.5352357142857143,7493.3
147,T8080,3000,M3,11080.0,0.5584428571428571,7818.2
147,T8080,3000,M3,9870.5,0.5769214285714286,8076.9
147,T8080,3000,M3,7853.5,0.5888535714285715,8243.95
147,T8080,3000,M3,6779.0,0.5971928571428572,8360.7
147,T8080,3000,M3,6602.5,0.6046440476190476,8465.016666666666
147,T8080,3000,M3,6868.5,0.612697619047619,8577.766666666666
147,T8080,3000,M3,7378.0,0.6221619047619047,8710.266666666666
147,T8080,3000,M3,7794.0,0.6327357142857142,8858.3
147,T8080,3000,M3,7941.0,0.6437214285714286,9012.1
147,T8080,3000,M3,7746.5,0.6515011904761905,9121.016666666666
359,T8080,3000,M3,7401.5,0.6534178571428572,9147.85
359,T8080,3000,M3,7044.0,0.6508440476190477,9111.816666666668
359,T8080,3000,M3,6704.0,0.6454202380952381,9035.883333333333
359,T8080,3000,M3,6778.0,0.6394678571428571,8952.55
359,T8080,3000,M3,6898.0,0.6338130952380953,8873.383333333333
359,T8080,3000,M3,7012.0,0.628525,8799.35
359,T8080,3000,M3,7071.5,0.6232464285714286,8725.45
359,T8080,3000,M3,7068.0,0.6176238095238096,8646.733333333334
359,T8080,3000,M3,6963.5,0.6110630952380952,8554.883333333333
359,T8080,3000,M3,6771.5,0.6034940476190476,8448.916666666666
359,T8080,3000,M3,6566.0,0.5951095238095238,8331.533333333333
359,T8080,3000,M3,6379.0,0.5861273809523809,8205.783333333333
359,T8080,3000,M3,6244.5,0.5766880952380953,8073.633333333333
359,T8080,3000,M3,6163.5,0.5670857142857143,7939.2
359,T8080,3000,M3,6166.0,0.5574142857142858,7803.8
359,T8080,3000,M3,6196.5,0.5476440476190476,7667.016666666666
359,T8080,3000,M3,6213.0,0.5376297619047619,7526.816666666667
359,T8080,3000,M3,6173.5,0.5271369047619048,7379.916666666667
359,T8080,3000,M3,6146.0,0.516302380952381,7228.233333333334
359,T8080,3000,M3,6105.5,0.5047119047619048,7065.966666666666
359,T8080,3000,M3,6053.5,0.49274404761904766,6898.416666666667
359,T8080,3000,M3,5965.0,0.4834452380952381,6768.233333333334
359,T8080,3000,M3,5914.0,0.4788273809523809,6703.583333333333
359,T8080,3000,M3,5877.5,0.4766809523809524,6673.533333333334
359,T8080,3000,M3,5860.0,0.4749130952380953,6648.783333333334
359,T8080,3000,M3,5813.0,0.47240000000000004,6613.6
359,T8080,3000,M3,5792.5,0.468625,6560.75
359,T8080,3000,M3,5757.5,0.4637761904761905,6492.866666666667
359,T8080,3000,M3,5724.0,0.45849761904761904,6418.966666666666
359,T8080,3000,M3,5663.5,0.4535380952380953,6349.533333333334
359,T8080,3000,M3,5642.0,0.4493488095238095,6290.883333333333
359,T8080,3000,M3,5619.0,0.44595595238095237,6243.383333333333
359,T8080,3000,M3,5671.5,0.44349761904761903,6208.966666666666
359,T8080,3000,M3,5782.5,0.44112738095238097,6175.783333333334
359,T8080,3000,M3,5964.5,0.4389047619047619,6144.666666666667
359,T8080,3000,M3,6029.5,0.4365654761904762,6111.916666666667
359,T8080,3000,M3,6031.0,0.4340880952380953,6077.233333333334
359,T8080,3000,M3,5952.5,0.4314321428571429,6040.05
359,T8080,3000,M3,5917.0,0.4289404761904762,6005.166666666667
359,T8080,3000,M3,5852.5,0.426752380952381,5974.533333333334
359,T8080,3000,M3,5819.0,0.42497380952380953,5949.633333333333
359,T8080,3000,M3,5755.5,0.42348928571428573,5928.85
359,T8080,3000,M3,5748.5,0.42230833333333334,5912.316666666667
359,T8080,3000,M3,5725.0,0.4212642857142857,5897.7
359,T8080,3000,M3,5745.0,0.4202619047619048,5883.666666666667
359,T8080,3000,M3,5794.5,0.4193047619047619,5870.266666666666
359,T8080,3000,M3,5985.5,0.41876309523809524,5862.683333333333
359,T8080,3000,M3,6282.5,0.41902261904761906,5866.316666666667
359,T8080,3000,M3,6629.5,0.4201738095238095,5882.433333333333
359,T8080,3000,M3,6711.5,0.42161666666666664,5902.633333333333
359,T8080,3000,M3,6125.0,0.4217869047619047,5905.016666666666
359,T8080,3000,M3,4806.5,0.4190285714285714,5866.4
359,T8080,3000,M3,3276.0,0.41274761904761903,5778.466666666666
359,T8080,3000,M3,2128.5,0.40382142857142855,5653.5
359,T8080,3000,M3,1615.5,0.3937154761904762,5512.016666666666
359,T8080,3000,M3,1444.0,0.3833130952380952,5366.383333333333
359,T8080,3000,M3,1385.5,0.3728202380952381,5219.483333333334
359,T8080,3000,M3,1392.5,0.362427380952381,5073.983333333334
359,T8080,3000,M3,1457.0,0.35226785714285713,4931.75
359,T8080,3000,M3,1561.0,0.3425,4795.0
359,T8080,3000,M3,1692.5,0.33309642857142857,4663.35
359,T8080,3000,M3,1880.5,0.3241952380952381,4538.733333333334
359,T8080,3000,M3,2030.0,0.315525,4417.35
359,T8080,3000,M3,2050.5,0.3066392857142857,4292.95
359,T8080,3000,M3,1920.0,0.2970095238095238,4158.133333333333
359,T8080,3000,M3,1772.0,0.28687261904761907,4016.2166666666667
359,T8080,3000,M3,1647.0,0.2764345238095238,3870.0833333333335
359,T8080,3000,M3,1580.0,0.26602380952380955,3724.3333333333335
359,T8080,3000,M3,1537.5,0.25559642857142856,3578.35
359,T8080,3000,M3,1570.0,0.2454,3435.6
359,T8080,3000,M3,1629.5,0.235425,3295.95
359,T8080,3000,M3,1706.0,0.22578333333333334,3160.9666666666667
359,T8080,3000,M3,1743.0,0.21624642857142856,3027.45
359,T8080,3000,M3,1777.0,0.20684642857142857,2895.85
359,T8080,3000,M3,1757.0,0.19735119047619046,2762.9166666666665
359,T8080,3000,M3,1732.5,0.18767976190476193,2627.516666666667
359,T8080,3000,M3,1671.0,0.17740714285714285,2483.7
359,T8080,3000,M3,1663.5,0.16640952380952378,2329.733333333333
359,T8080,3000,M3,1654.5,0.1545642857142857,2163.9
359,T8080,3000,M3,1695.5,0.14262142857142857,1996.7
359,T8080,3000,M3,1706.0,0.1321,1849.4
359,T8080,3000,M3,1753.0,0.1248297619047619,1747.6166666666666
359,T8080,3000,M3,1747.5,0.1211904761904762,1696.6666666666667
359,T8080,3000,M3,1761.0,0.1203154761904762,1684.4166666666667
359,T8080,3000,M3,1725.0,0.12057619047619048,1688.0666666666666
359,T8080,3000,M3,1725.5,0.12124642857142857,1697.45
299,T8080,3000,M3,1692.0,0.12197619047619049,1707.6666666666667
299,T8080,3000,M3,1691.5,0.12268809523809525,1717.6333333333334
299,T8080,3000,M3,1681.0,0.12322142857142857,1725.1
299,T8080,3000,M3,1800.5,0.12379166666666666,1733.0833333333333
299,T8080,3000,M3,2672.5,0.126125,1765.75
299,T8080,3000,M3,4035.0,0.1312547619047619,1837.5666666666666
299,T2030,9000,M3,4850.5,0.1379702380952381,1931.5833333333333
299,T2030,9000,M3,5037.0,0.1450809523809524,2031.1333333333334
299,T2030,9000,M8,4960.5,0.1523202380952381,2132.483333333333
299,T2030,9000,M8,4866.0,0.15968690476190478,2235.616666666667
299,T2030,9000,M8,4789.0,0.16716785714285715,2340.35
299,T2030,9000,M8,4681.0,0.17455119047619047,2443.7166666666667
299,T2030,9000,M8,4427.0,0.1814309523809524,2540.0333333333333
299,T2030,9000,M8,3999.5,0.1872154761904762,2621.016666666667
299,T2030,9000,M8,3480.0,0.19162142857142855,2682.7
299,T2030,9000,M8,2953.5,0.19459166666666666,2724.2833333333333
299,T2030,9000,M8,2443.5,0.1962595238095238,2747.633333333333
299,T2030,9000,M8,1995.0,0.19677857142857144,2754.9
299,T2030,9000,M8,1701.0,0.1966452380952381,2753.0333333333333
299,T2030,9000,M8,1580.5,0.19628333333333334,2747.9666666666667
299,T2030,9000,M8,1558.0,0.1960142857142857,2744.2
299,T2030,9000,M8,1569.0,0.19578928571428572,2741.05
299,T2030,9000,M8,1638.0,0.19575,2740.5
299,T2030,9000,M8,1734.0,0.19584166666666666,2741.7833333333333
299,T2030,9000,M8,1818.5,0.19610952380952382,2745.5333333333333
299,T2030,9000,M8,1841.5,0.19632023809523808,2748.483333333333
299,T2030,9000,M8,2618.0,0.19839285714285715,2777.5
299,T2030,9000,M8,4499.0,0.20491190476190477,2868.766666666667
299,T2030,9000,M8,5415.5,0.2136988095238095,2991.7833333333333
299,T2030,9000,M8,5120.0,0.22178095238095238,3104.9333333333334
299,T2030,9000,M8,4345.5,0.2280988095238095,3193.383333333333
299,T2030,9000,M8,3443.0,0.23226904761904762,3251.766666666667
299,T2030,9000,M8,2609.5,0.2344797619047619,3282.7166666666667
299,T2030,9000,M8,1935.0,0.23479999999999998,3287.2
299,T2030,9000,M8,1630.5,0.23231904761904762,3252.4666666666667
299,T2030,9000,M8,1520.0,0.22633095238095238,3168.633333333333
299,T2030,9000,M8,1533.0,0.21843214285714288,3058.05
299,T2030,9000,M8,1561.5,0.21015714285714285,2942.2
299,T2030,9000,M8,1665.0,0.2023107142857143,2832.35
299,T2030,9000,M8,1751.0,0.19489404761904763,2728.516666666667
299,T2030,9000,M8,1842.0,0.18787738095238096,2630.2833333333333
299,T2030,9000,M8,1845.5,0.1811261904761905,2535.766666666667
299,T2030,9000,M8,1832.0,0.17494761904761907,2449.266666666667
299,T2030,9000,M8,1758.5,0.16961190476190477,2374.5666666666666
299,T2030,9000,M8,1707.0,0.1653904761904762,2315.4666666666667
299,T2030,9000,M8,1649.5,0.16228571428571428,2272.0
0,T2030,9000,M8,4236.5,0.16655476190476193,2331.766666666667
0,T2030,9000,M8,13111.5,0.19302261904761905,2702.3166666666666
0,T2030,9000,M8,17577.5,0.23082380952380951,3231.5333333333333
0,T2030,9000,M8,19609.5,0.27375,3832.5
0,T2030,9000,M8,20534.0,0.3189309523809524,4465.033333333334
0,T2030,9000,M8,20955.0,0.36508809523809527,5111.233333333334
0,T2020,12000,M8,21147.0,0.41153809523809526,5761.533333333334
0,T2020,12000,M8,20995.5,0.4573988095238095,6403.583333333333
0,T2020,12000,M8,13543.0,0.4853142857142857,6794.4
0,T2020,12000,M8,6554.0,0.49653452380952384,6951.483333333334
0,T2020,12000,M8,3378.5,0.49834523809523806,6976.833333333333
0,T2020,12000,M8,1868.5,0.49208214285714286,6889.15
0,T2020,12000,M8,1165.5,0.4819630952380953,6747.483333333334
0,T2020,12000,M8,806.0,0.4716916666666667,6603.683333333333
