Feed,Tcode,TcodeIdx,Mcode,Load,RollLoad,MinMaxLoad
0,T0000,0,M24,100.0,0.007232142857142857,0.0
0,T0000,0,M24,13834.5,0.03992857142857143,559.0
0,T0000,0,M24,24152.5,0.09719166666666668,1360.6833333333334
0,T0000,0,M24,28847.0,0.16563214285714284,2318.85
0,T0000,0,M24,30983.5,0.2391595238095238,3348.233333333333
0,T0000,0,M24,25859.5,0.30048690476190476,4206.816666666667
0,T0000,0,M24,12446.0,0.329877380952381,4618.283333333334
0,T0000,0,M24,5909.5,0.3437047619047619,4811.866666666667
0,T0000,0,M24,2978.5,0.3505535714285714,4907.75
0,T0000,0,M24,1604.5,0.3541309523809524,4957.833333333333
0,T0000,0,M24,992.0,0.35625,4987.5
0,T0000,0,M24,702.5,0.35768095238095243,5007.533333333334
0,T0000,0,M24,548.0,0.35874285714285714,5022.4
0,T0000,0,M24,506.5,0.3597059523809524,5035.883333333333
0,T0000,0,M24,457.0,0.36055119047619044,5047.716666666666
0,T0000,0,M24,469.0,0.361425,5059.95
0,T0000,0,M24,476.0,0.3623166666666667,5072.433333333333
0,T0000,0,M24,469.5,0.36319285714285715,5084.7
0,T0000,0,M24,514.0,0.36417499999999997,5098.45
0,T0000,0,M24,511.5,0.36515238095238095,5112.133333333333
0,T0000,0,M24,566.5,0.3662607142857143,5127.65
0,T0000,0,M24,609.5,0.3674726190476191,5144.616666666667
0,T0000,0,M24,636.5,0.36874880952380956,5162.483333333334
0,T0000,0,M24,726.5,0.3702392857142857,5183.35
96,T0000,0,M24,764.0,0.3718202380952381,5205.483333333334
96,T0000,0,M24,848.5,0.37360238095238096,5230.433333333333
96,T0000,0,M24,922.5,0.3755607142857143,5257.85
96,T0000,0,M24,952.5,0.3775904761904762,5286.266666666666
96,T0000,0,M24,1030.5,0.37980595238095244,5317.283333333334
96,T0000,0,M24,1026.5,0.3820119047619048,5348.166666666667
96,T8080,3000,M24,1047.0,0.3842666666666667,5379.733333333334
96,T8080,3000,M24,1041.5,0.3538071428571429,4953.3
96,T8080,3000,M3,1000.0,0.2986821428571429,4181.55
96,T8080,3000,M3,1011.5,0.23240714285714284,3253.7
96,T8080,3000,M3,1014.5,0.16105238095238095,2254.733333333333
96,T8080,3000,M3,1161.5,0.10224761904761905,1431.4666666666667
96,T8080,3000,M3,1147.5,0.07534642857142856,1054.85
96,T8080,3000,M3,984.0,0.06361904761904762,890.6666666666666
96,T8080,3000,M3,8509.5,0.07678809523809524,1075.0333333333333
96,T8080,3000,M3,21729.5,0.1247047619047619,1745.8666666666666
96,T8080,3000,M3,27745.0,0.18840238095238093,2637.633333333333
96,T8080,3000,M3,30482.0,0.2593059523809524,3630.2833333333333
96,T8080,3000,M3,31308.5,0.33254523809523806,4655.633333333333
96,T8080,3000,M3,23000.5,0.386102380952381,5405.433333333333
96,T8080,3000,M3,11448.5,0.412272619047619,5771.816666666667
96,T8080,3000,M3,5403.0,0.42402023809523814,5936.283333333334
96,T8080,3000,M3,2896.5,0.4297833333333333,6016.966666666666
96,T8080,3000,M3,1877.0,0.4331345238095238,6063.883333333333
96,T8080,3000,M3,1382.5,0.43520238095238095,6092.833333333333
96,T8080,3000,M3,1190.5,0.4368190476190476,6115.466666666666
96,T8080,3000,M3,1084.0,0.43805119047619046,6132.716666666666
96,T8080,3000,M3,1053.0,0.43910714285714286,6147.5
96,T8080,3000,M3,1110.0,0.4402345238095238,6163.283333333334
96,T8080,3000,M3,1151.5,0.44124642857142854,6177.45
96,T8080,3000,M3,1329.5,0.4425928571428572,6196.3
96,T8080,3000,M3,1507.0,0.4441607142857143,6218.25
96,T8080,3000,M3,1689.0,0.4459857142857143,6243.8
96,T8080,3000,M3,1830.5,0.44807619047619046,6273.066666666667
96,T8080,3000,M3,1811.0,0.4499345238095238,6299.083333333333
96,T8080,3000,M3,1943.5,0.4521178571428571,6329.65
96,T8080,3000,M3,1884.5,0.45411190476190477,6357.566666666667
96,T8080,3000,M3,1597.5,0.45543571428571433,6376.1
96,T8080,3000,M3,1439.5,0.45648214285714284,6390.75
96,T8080,3000,M3,1540.0,0.4577404761904762,6408.366666666667
96,T8080,3000,M3,2491.0,0.46125595238095235,6457.583333333333
96,T8080,3000,M3,3200.5,0.4661107142857143,6525.55
96,T8080,3000,M3,3519.0,0.4717571428571429,6604.6
96,T8080,3000,M3,3546.0,0.47785714285714287,6690.0
96,T8080,3000,M3,3449.0,0.4658083333333333,6521.316666666667
96,T8080,3000,M3,3370.5,0.4220964285714286,5909.35
